157,303,-11,15
171,303,-10,15
186,303,-9,15
201,303,-8,15
216,303,-7,15
230,303,-6,15
245,303,-5,15
260,303,-4,15
274,303,-3,15
288,303,-2,15
303,303,-1,15
318,303,0,15
332,303,1,15
348,303,2,15
362,303,3,15
376,303,4,15
391,303,5,15
405,303,6,15
420,303,7,15
436,303,8,15
452,302,9,15
467,302,10,15
482,301,11,15
496,301,12,15
512,301,13,15
531,301,14,15
545,301,15,15
560,301,16,15
575,301,17,15
588,301,18,15
600,301,19,15
39,290,-20,16
51,290,-19,16
64,290,-18,16
79,290,-17,16
93,290,-16,16
107,290,-15,16
123,290,-14,16
136,290,-13,16
150,290,-12,16
164,291,-11,16
178,291,-10,16
192,291,-9,16
206,292,-8,16
220,292,-7,16
233,292,-6,16
248,292,-5,16
262,292,-4,16
275,291,-3,16
289,291,-2,16
304,291,-1,16
318,291,0,16
331,291,1,16
346,291,2,16
360,291,3,16
373,290,4,16
388,290,5,16
401,290,6,16
416,290,7,16
431,290,8,16
444,289,9,16
459,289,10,16
475,289,11,16
488,288,12,16
503,288,13,16
518,288,14,16
533,288,15,16
548,288,16,16
561,288,17,16
575,288,18,16
587,288,19,16
599,289,20,16
36,279,-21,17
48,279,-20,17
62,279,-19,17
76,279,-18,17
91,279,-17,17
104,279,-16,17
117,279,-15,17
131,279,-14,17
144,279,-13,17
157,279,-12,17
171,279,-11,17
185,279,-10,17
198,279,-9,17
211,279,-8,17
224,280,-7,17
236,280,-6,17
250,280,-5,17
264,280,-4,17
277,279,-3,17
290,279,-2,17
303,279,-1,17
317,279,0,17
330,279,1,17
344,279,2,17
358,279,3,17
370,279,4,17
385,279,5,17
398,279,6,17
412,279,7,17
425,279,8,17
439,278,9,17
453,278,10,17
468,278,11,17
480,277,12,17
494,277,13,17
509,277,14,17
522,277,15,17
537,277,16,17
549,277,17,17
563,277,18,17
578,277,19,17
589,277,20,17
603,277,21,17
35,269,-22,18
47,269,-21,18
59,269,-20,18
73,269,-19,18
86,269,-18,18
99,269,-17,18
112,269,-16,18
125,269,-15,18
138,269,-14,18
151,269,-13,18
164,269,-12,18
177,269,-11,18
190,269,-10,18
203,269,-9,18
215,269,-8,18
228,269,-7,18
239,269,-6,18
252,269,-5,18
266,269,-4,18
278,269,-3,18
291,269,-2,18
304,269,-1,18
317,269,0,18
329,269,1,18
343,269,2,18
356,269,3,18
369,269,4,18
382,269,5,18
395,269,6,18
408,269,7,18
421,269,8,18
432,269,9,18
446,269,10,18
460,268,11,18
473,268,12,18
484,268,13,18
499,268,14,18
513,268,15,18
525,268,16,18
541,268,17,18
554,268,18,18
565,268,19,18
577,268,20,18
589,268,21,18
600,268,22,18
34,260,-23,19
47,260,-22,19
58,260,-21,19
71,260,-20,19
83,260,-19,19
95,260,-18,19
108,260,-17,19
121,260,-16,19
134,260,-15,19
146,260,-14,19
158,260,-13,19
171,260,-12,19
183,260,-11,19
194,260,-10,19
207,260,-9,19
219,260,-8,19
231,260,-7,19
242,260,-6,19
255,260,-5,19
268,260,-4,19
279,260,-3,19
291,260,-2,19
304,260,-1,19
317,260,0,19
329,260,1,19
342,260,2,19
354,260,3,19
367,260,4,19
380,260,5,19
393,260,6,19
405,260,7,19
417,260,8,19
428,260,9,19
440,260,10,19
452,260,11,19
465,260,12,19
478,260,13,19
491,260,14,19
503,260,15,19
517,260,16,19
530,260,17,19
543,260,18,19
555,260,19,19
567,260,20,19
581,260,21,19
593,260,22,19
603,260,23,19
